charity_id,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
109,81,86618,Dikembe Mutombo Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10090,Marietta,nan,90986,6.88,Executive Director,-115648,96.21,95602,13444543,International : Development and Relief Services ,-138525,86.3,0,1139942,GA,1345039
110,92,2833710,Detroit Rescue Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5290,Detroit,nan,144786,0.72,CEO,-1142398,89.34,1244315,20201457,Human Services : Homeless Services ,203573,90.57,0,16028144,MI,15461497
111,89,3966592,Detroit Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3620,Detroit,nan,868285,2.57,Music Director,1617237,89.77,2858779,56477189,"Arts, Culture, Humanities : Performing Arts ",979,89.37,0,26859400,MI,26177534
112,85,378759,Detroit Police Athletic League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15305,Detroit,nan,109019,1.72,Chief Executive Officer,-124966,83.74,407738,2433827,"Human Services : Youth Development, Shelter, and Crisis Services ",928138,84.35,0,5546606,MI,5038329
113,77,157734,Detroit Lakes Community & Cultural Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15322,Detroit Lakes,nan,107056,4.27,Chief Executive Officer,-32541,76.63,63989,318103,Human Services : Multipurpose Human Service Organizations ,51173,76.81,0,2283076,MN,1458648
114,96,9220999,The Detroit Institute of Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3619,Detroit,nan,165470,0.4,President And CEO,42277819,85.29,2822575,263110014,"Arts, Culture, Humanities : Museums ",26996215,89.22,0,29319336,MI,50206766
115,96,143224,The Detroit Institute for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7823,Detroit,nan,109408,3.97,CEO,289337,72.5,104299,685676,Human Services : Social Services ,691,80.34,0,2503802,MI,336543
116,96,168268,Dian Fossey Gorilla Fund International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6216,Atlanta,nan,130222,4.44,President & CEO,1306402,90,215784,4533179,Animals : Wildlife Conservation ,1121,92.38,0,2546672,GA,4236005
117,100,207880,Desire Street Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7287,Atlanta,nan,124566,5.95,"President, Executive Director",7795003,90.04,244451,6833279,Religion : Religious Activities ,223025,92.95,0,1640805,GA,9665114
118,93,496399,Detroit Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6975,Detroit,nan,201617,5.16,"Executive Director, CEO",697828,90.5,528530,11869065,"Arts, Culture, Humanities : Museums ",937279,91.65,0,2877561,MI,3406232
119,86,2586030,Dia Art Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3623,New York,nan,492442,2.64,Director,12246025,95.22,1340708,153642619,"Arts, Culture, Humanities : Museums ",7411780,89.53,0,14723853,NY,21802181
120,100,4354995,Desert AIDS Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12458,Palm Springs,nan,350208,1.12,Chief Executive Officer,2447045,94.51,822583,18817678,"Health : Diseases, Disorders, and Disciplines ",781673,96.11,0,25975207,CA,11922960
121,89,362621,Des Moines Community Playhouse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15323,Des Moines,nan,118127,4.67,Executive Director,-5531,91.9,131322,5389558,"Arts, Culture, Humanities : Performing Arts ",59532,90.34,0,2030507,IA,823247
122,96,1973090,Desert Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3617,Phoenix,nan,453009,2.74,Executive Director,2855226,82.25,2015431,24749110,"Environment : Botanical Gardens, Parks, and Nature Centers ",2060814,87.13,0,12516388,AZ,10358923
123,96,459415,Descanso Gardens Guild,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13994,La Cañada Flintridge,nan,181601,4.72,Executive Director,223986,82.31,541302,7275722,"Environment : Botanical Gardens, Parks, and Nature Centers ",334920,87.17,0,2842492,CA,2713233
124,92,811862,Des Moines Art Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10518,Des Moines,nan,250830,4.05,Director,696633,90.45,602477,109535626,"Arts, Culture, Humanities : Museums ",3252068,91.19,0,4777540,IA,3261724
125,100,262382,"Depression and Bipolar Support Alliance, National Office",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6958,Chicago,nan,147940,5.48,President,-307257,89.38,425434,2212741,"Health : Diseases, Disorders, and Disciplines ",22556,92.49,0,2011629,IL,2115367
126,89,462096,Dermatology Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17172,Evanston,nan,455563,8.91,Executive Director,2637069,78.7,770912,43477434,"Health : Medical Research , ",429208,83.04,0,3876879,IL,7317748
127,89,65565,Denver Street School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8379,Lakewood,nan,48000,4.1,Executive Director,-71443,90.44,84731,218815,Education : Youth Education Programs and Services ,99720,89.69,0,1020354,CO,979384
128,86,2210750,Denver Zoological Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3613,Denver,nan,407332,0.98,CEO,-273457,85.43,4868343,20128494,Animals : Zoos and Aquariums ,237838,85.71,0,34125510,CO,20866892
129,92,591493,Denver Scholarship Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14222,Denver,nan,153689,2.01,Executive Director,-1995968,76.41,966580,27803864,Education : Scholarship and Financial Support ,308600,82.38,0,6059130,CO,5312635
130,89,218614,Denver Public Library Friends Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13860,Denver,nan,76975,3.83,Interim Director,-760272,86.68,325495,9832851,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation , ",102452,87.78,0,1462106,CO,1070293
131,97,8125675,Denver Museum of Nature & Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3611,Denver,nan,392185,0.87,"President, CEO",-5608349,77.63,3215592,19016969,"Arts, Culture, Humanities : Museums ",4957258,84.04,0,33602748,CO,18510187
132,85,438266,"Denver Kids, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14413,Denver,nan,,,nan,-598895,88.64,433780,2520016,Education : Youth Education Programs and Services ,203605,86.69,0,2016762,CO,2086308
133,100,123483,Denver Inner City Parish,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14113,Denver,nan,83797,4.38,Executive Director,63871,80,155356,629394,Human Services : Social Services ,160111,85.85,0,1630140,CO,1721445
134,96,6159360,The Denver Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5742,Denver,nan,185584,0.16,"President, CEO",-18586442,95,1828873,564994952,Community Development : Community Foundations ,24605494,95.47,0,103296399,CO,66897607
135,89,482461,Denver Film Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15215,Denver,nan,131663,3.04,Executive Director,-138330,90.89,312285,2532638,"Arts, Culture, Humanities : Performing Arts ",298687,89.9,0,3534298,CO,1907611
136,90,7360621,Denver Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3607,Denver,CN Advisory: Low Concern,335928,0.89,Director,7991396,90.28,1794248,72816925,"Arts, Culture, Humanities : Museums ",3790933,90.13,0,28482837,CO,37310596
137,96,1681497,Denver Botanic Gardens,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3608,Denver,nan,248874,1.08,Chief Executive Officer,2932981,90,862169,9056197,"Environment : Botanical Gardens, Parks, and Nature Centers ",1204633,92.38,0,20385863,CO,17136421
138,77,339412,Denison Pequotsepos Nature Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15613,Mystic,nan,,,nan,220192,85.51,111489,11229940,"Environment : Botanical Gardens, Parks, and Nature Centers ",108331,80.77,0,756212,CT,749804
139,74,373584,Democracy Now!,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11344,New York,nan,176632,2.81,President,1894437,98.05,511547,19923227,"Arts, Culture, Humanities : Public Broadcasting and Media ",70691,81.56,0,5378576,NY,7946333
140,81,186684,Democracy North Carolina,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15840,Durham,nan,98122,3.51,Executive Director,537485,97.5,122431,1256825,Human and Civil Rights : Advocacy and Education ,13868,86.44,0,2480455,NC,3313187
141,89,89537,Delta Waterfowl Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7854,Bismarck,nan,183671,2.08,CEO,237772,85.76,1184432,9203022,Animals : Wildlife Conservation ,424525,87.27,0,7529015,ND,8223417
142,100,443269,Delivering Good,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3971,New York,nan,255539,0.19,President,200716,87.83,574958,2372545,"Human Services : Multipurpose Human Service Organizations , ",-250523,91.39,0,132337115,NY,133806581
143,89,7416039,Denver Center for the Performing Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3609,Denver,nan,,,Interim Chief Executive Officer,1006981,84.02,1517592,17918896,"Arts, Culture, Humanities : Performing Arts ",1513257,86.28,0,54194489,CO,13069580
144,96,364821,The Delaware Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9545,Wilmington,nan,138000,9.34,Music Director,-150845,82.55,68421,832025,"Arts, Culture, Humanities : Performing Arts ",16963,87.34,0,1043534,DE,1080825
145,85,220712,Delaware Valley Golden Retriever Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14168,Reinholds,nan,118352,8.56,Executive Director,275195,91.62,115955,2322035,"Animals : Animal Rights, Welfare, and Services ",31316,87.85,0,1045076,PA,1311510
146,89,400215,Delaware Riverkeeper Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17339,Bristol,nan,86269,3.35,The Delaware Riverkeeper,1075625,90.78,204984,2011466,Environment : Environmental Protection and Conservation ,-7067,89.85,0,1965013,PA,3577848
147,89,550064,Delaware Nature Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5393,Hockessin,nan,97536,2.55,Executive Director,5282253,93.53,303695,42610667,"Environment : Botanical Gardens, Parks, and Nature Centers ",3884066,90.97,0,2969576,DE,4464061
148,97,773893,Delaware Museum of Natural History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13525,Wilmington,nan,90963,3.75,Executive Director,-573672,76.79,231340,22547086,"Arts, Culture, Humanities : Museums ",803765,83.45,0,1417002,DE,686516
149,89,180219,Delaware Humane Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8957,Wilmington,nan,90000,5.55,Executive Director,263841,81.92,236020,6228230,"Animals : Animal Rights, Welfare, and Services ",88075,85.03,0,1203733,DE,1373835
150,59,63208,Defeat Diabetes Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7234,Madeira Beach,nan,,,nan,2689,52.7,1035929,-469516,International : Development and Relief Services ,1619,55.73,0,1327008,FL,2427215
151,70,145303,DEA Educational Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14346,Washington,nan,,,President,446797,80.12,60088,945155,Health : Treatment and Prevention Services ,21699,74.55,0,640148,DC,1270637
152,92,1012249,Delaware Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12178,Wilmington,nan,93802,1.89,Chief Executive Officer,-2690042,86.74,398278,46665736,"Arts, Culture, Humanities : Museums ",268077,89.04,0,3527035,DE,1691272
153,100,1365939,Denver Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3612,Denver,nan,119222,0.36,"President, CEO",876719,88.36,5078357,34096721,Human Services : Homeless Services ,572823,91.76,0,25907612,CO,31358331
154,85,973492,DeCordova Sculpture Park and Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9976,Lincoln,nan,189249,3.69,Executive Director,251369,73.1,546414,15486102,"Arts, Culture, Humanities : Museums ",425487,78.22,0,3602522,MA,3099305
155,96,1306341,Dayton Performing Arts Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7682,Dayton,nan,117502,1.32,President,-860548,81.88,566181,6442137,"Arts, Culture, Humanities : Performing Arts ",83469,86.87,0,6973907,OH,4730924
156,89,1209007,Dayton Society of Natural History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3601,Dayton,nan,156142,2.94,"President, CEO",-1878808,73.78,323412,18068154,"Arts, Culture, Humanities : Museums ",900159,79.89,0,3763654,OH,1391222
157,100,388249,Deborah's Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6147,Chicago,nan,85871,2.57,Executive Director,-221554,91.69,235649,3590645,Human Services : Homeless Services ,67262,94.12,0,2714037,IL,3035684
158,89,893985,Delancey Street Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3606,San Francisco,nan,,,"President, CEO",2071999,95.25,44468,109557932,Human Services : Social Services ,8259885,91.52,0,21185505,CA,12277302
159,96,123456,Deborah Hospital Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5052,Browns Mills,nan,,,President & CEO,-2435135,89.77,1918712,25177662,"Health : Treatment and Prevention Services , ",591091,92.23,0,11672689,NJ,10688631
160,93,4561707,The Dayton Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5200,Dayton,nan,559976,2.06,President,31102591,78.38,600140,263475147,Community Development : Community Foundations ,11553977,83.93,0,21908716,OH,46214847
161,89,513413,Dayton History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5201,Dayton,nan,121864,2.18,"President, CEO",1023126,100,86501,40366230,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",1937659,92.22,0,4979056,OH,2987378
162,69,197996,Dayton Contemporary Dance Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15242,Dayton,nan,93442,8.15,Executive Director,770,73.29,86921,151381,"Arts, Culture, Humanities : Performing Arts ",63230,71.06,0,861479,OH,797349
163,100,21617,Daystar Life Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16780,St. Petersburg,nan,57407,4.94,Executive Director,132717,83.29,19551,651952,Human Services : Social Services ,33626,88.18,0,1119834,FL,1260093
164,93,974795,Dayton Art Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5182,Dayton,nan,129603,2.52,"Executive Director, CEO",5299176,75.62,609346,31805502,"Arts, Culture, Humanities : Museums ",962305,82.06,0,3549618,OH,9132606
165,81,218486,Daystar,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15482,Nashville,nan,90999,4.83,Executive Director,-71555,89.12,189527,2031902,Human Services : Children's and Family Services ,21823,84.51,0,1475005,TN,728991
166,82,507567,Dayspring International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5387,Virginia Beach,nan,26392,0.35,"President, Founder",-79154,64.78,1729010,568842,"Religion : Religious Media and Broadcasting , ",18268,72.03,0,5128104,VA,7157259
167,100,167540,Days End Farm Horse Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7127,Woodbine,nan,64377,4.09,Chief Executive Officer,225145,86.17,34501,1763106,"Animals : Animal Rights, Welfare, and Services ",134094,90.22,0,1368420,MD,1545699
168,100,280630,The Dawson McAllister Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8859,Spring Hill,nan,107536,3.73,Chief Executive Officer,-97721,73.14,359909,355138,Religion : Religious Media and Broadcasting ,25546,81,0,2241606,TN,2758878
